STA_GRUPPENID;SYSTEMTRASSENANFORDERUNGID;BSTID;LAUFNR
12;69;L7696;13
12;69;L7699;14
12;69;L7695;15
12;69;L7692;16
12;69;LQPR;17
12;69;L7091;18
12;69;LPRO;19
12;69;L7088;20
12;69;LBTS;21
12;69;LBT;22
12;69;LGPN;23
12;69;LWO;24
12;69;LJZ;25
12;69;LRHU;26
12;69;LRH;27
12;69;LMAR;28
12;69;L2742;29
12;69;L2741;30
12;69;L2636;31
12;69;L2635;32
12;69;LDS;33
12;69;LD;34
12;69;LD  G;35
12;69;L2630;36
12;69;L2632;37
12;69;L2629;38
12;69;L2631;39
12;69;L2628;40
12;69;L2626;41
12;69;L2625;42
12;69;L2627;43
12;69;LR;44
12;69;LRVB;45
12;69;LROD;46
12;69;LNN;47
12;69;L2024;48
12;69;LJR;49
12;69;L2020;50
12;69;L2018;51
12;69;L2019;52
12;69;L2017;53
12;69;LZE;54
12;69;L2015;55
12;69;L2016;56
12;69;L2014;57
12;69;L2013;58
12;69;LTNZ;59
12;69;LGK;60
12;69;LGK N;61
12;69;LLBS;62
12;69;LPRL;63
12;69;LGO;64
12;69;LWH;65
12;69;LKB;66
12;69;LBZ;67
12;69;L3229;68
12;69;L3227;69
12;69;L3224;70
12;69;L3226;71
12;69;L3225;72
12;69;L3223;73
12;69;LMHR;74
12;69;L3220;75
12;69;L3222;76
12;69;LBRC;77
12;69;LMR;78
12;70;LMR F;1
12;70;LMR;2
12;70;LBRC;3
12;70;L3222;4
12;70;L3220;5
12;70;LMHR;6
12;70;L3223;7
12;70;L3225;8
12;70;L3226;9
12;70;L3224;10
12;70;L3227;11
12;70;L3229;12
12;70;LBZ;13
12;70;LKB;14
12;70;LWH;15
12;70;LGO;16
12;70;LPRL;17
12;70;LLBS;18
12;70;LGK N;19
12;70;LGK;20
12;70;LTNZ;21
12;70;L2013;22
12;70;L2014;23
12;70;L2016;24
12;70;L2015;25
12;70;LZE;26
12;70;L2017;27
12;70;L2019;28
12;70;L2018;29
12;70;L2020;30
12;70;LJR;31
12;70;L2024;32
12;70;LNN;33
12;70;LROD;34
12;70;LRVB;35
12;70;LR;36
12;70;L2627;37
12;70;L2625;38
12;70;L2626;39
12;70;L2628;40
12;70;L2631;41
12;70;L2629;42
12;70;L2632;43
12;70;L2630;44
12;70;LD  G;45
12;70;LD;46
12;70;LDS;47
12;70;L2635;48
12;70;L2636;49
12;70;L2741;50
12;70;L2742;51
12;70;LMAR;52
12;70;LRH;53
12;70;LRHU;54
12;70;LJZ;55
12;70;LWO;56
12;70;LGPN;57
12;70;LBT;58
12;70;LBTS;59
12;70;L7088;60
12;70;LPRO;61
12;70;L7091;62
12;70;LQPR;63
12;70;L7692;64
12;70;L7695;65
12;70;L7699;66
12;70;L7696;67
12;70;LDL;68
12;70;LAH;69
12;70;L7793;70
12;70;L7790;71
12;70;LZS;72
12;70;L7897;73
12;70;L7894;74
12;70;LRK;75
12;70;L7873;76
12;70;L7872;77
12;70;LNW N;78
12;70;LWI;79
12;71;LMR F;1
12;71;LMR;2
12;71;LMN;3
12;71;LM;4
12;71;LMB;5
12;71;LMB B;6
12;71;LMSO;7
12;71;L5512;8
12;71;L5517;9
12;71;LSB G;10
12;71;LSB;11
12;71;L5528;12
12;71;L5526;13
12;71;LSBF;14
12;71;L5525;15
12;71;L5527;16
12;71;L0129;17
12;71;L0131;18
12;71;LGND;19
12;71;L0132;20
12;71;L0130;21
12;71;LSEE;22
12;71;LCBO;23
12;71;L0341;24
12;71;L0340;25
12;71;LSAD;26
12;71;LWU;27
12;71;LOSM;28
12;71;LK;29
12;71;LK  D;30
12;71;LK  C;31
12;71;LK  R;32
12;71;LAF;33
12;71;LWG;34
12;71;LSTF;35
12;71;LNM;36
12;71;LBI;37
12;71;LZBR;38
12;71;LHG M;39
12;71;LHG U;40
12;71;LHG;41
12;72;LHG M;1
12;72;LZBR;2
12;72;LBI;3
12;72;LNM;4
12;72;LSTF;5
12;72;LWG;6
12;72;LAF;7
12;72;LK  R;8
12;72;LK  C;9
12;72;LK  D;10
12;72;LK;11
12;72;LOSM;12
12;72;LWU;13
12;72;LSAD;14
12;72;L0340;15
12;72;L0341;16
12;72;LCBO;17
12;72;LSEE;18
12;72;L0130;19
12;72;L0132;20
12;72;LGND;21
12;72;L0131;22
12;72;L0129;23
12;72;L5527;24
12;72;L5525;25
12;72;LSBF;26
12;72;L5526;27
12;72;L5528;28
12;72;LSB;29
12;72;LSB G;30
12;72;L5517;31
12;72;L5512;32
12;72;LMSO;33
12;72;LMB B;34
12;72;LMB;35
12;72;LM;36
12;72;LMN;37
12;72;LMR;38
12;73;BLF;1
12;73;B 105;2
12;73;B 206;3
12;73;B 210;4
12;73;BTHR;5
12;73;B 111;6
12;73;BTN;7
12;73;B123;8
12;73;B 224;9
12;73;B 228;10
12;73;B 129;11
12;73;B 133;12
12;73;B 234;13
12;73;B 238;14
12;73;BWOL;15
12;73;B 139;16
12;73;BLD;17
12;73;BLD G;18
12;73;B 153;19
12;73;B 254;20
12;73;B 157;21
12;73;B 258;22
12;73;B 161;23
12;73;B 262;24
12;73;BJUEG;25
12;73;BJUE;26
12;73;B4173;27
12;73;B4174;28
12;73;YBLDN;29
12;73;LNF;30
12;73;L4195;31
12;73;L4194;32
12;73;LBD;33
12;73;L4273;34
12;73;L4275;35
12;73;L4370;36
12;73;L4368;37
12;73;LQBD;38
12;73;LKBZ;39
12;73;L4375;40
12;73;L4374;41
12;73;L4377;42
12;73;L4378;43
12;73;LZA;44
12;73;L4394;45
12;73;LBZG;46
12;73;L4395;47
12;73;LZGL;48
12;73;L4867;49
12;73;L4868;50
12;73;LW;51
12;73;LPT;52
12;73;L5697;53
12;73;L5698;54
12;73;LBWZ;55
12;73;LBWU;56
12;73;L5885;57
12;73;L5882;58
12;73;LRA;59
12;73;LG;60
12;73;LBGK;61
12;73;LMD;62
12;73;L6395;63
12;73;L6794;64
12;73;LBT;65
12;73;LBTA;66
12;73;L7161;67
12;73;LROI;68
12;73;L7169;69
12;73;LBN;70
12;73;L7172;71
12;73;L7175;72
12;73;L7268;73
12;73;LLBG;74
12;73;L7271;75
12;73;L7274;76
12;73;L7277;77
12;73;LHM;78
12;73;L7280;79
12;73;L7473;80
12;73;L7472;81
12;73;LHGB;82
12;73;LHG M;83
12;73;LHG U;84
12;73;LHG;85
12;74;LHG M;1
12;74;LHGB;2
12;74;L7472;3
12;74;L7473;4
12;74;L7280;5
12;74;LHM;6
12;74;L7277;7
12;74;L7274;8
12;74;L7271;9
12;74;LLBG;10
12;74;L7268;11
12;74;L7175;12
12;74;L7172;13
12;74;LBN;14
12;74;L7169;15
12;74;LROI;16
12;74;L7161;17
12;74;LBTA;18
12;74;LBT;19
12;74;L6794;20
12;74;L6395;21
12;74;LMD;22
12;74;LBGK;23
12;74;LG;24
12;74;LRA;25
12;74;L5882;26
12;74;L5885;27
12;74;LBWU;28
12;74;LBWZ;29
12;74;L5698;30
12;74;L5697;31
12;74;LPT;32
12;74;LW;33
12;74;L4868;34
12;74;L4867;35
12;74;LZGL;36
12;74;L4395;37
12;74;LBZG;38
12;74;L4394;39
12;74;LZA;40
12;74;L4378;41
12;74;L4377;42
12;74;L4374;43
12;74;L4375;44
12;74;LKBZ;45
12;74;LQBD;46
12;74;L4368;47
12;74;L4370;48
12;74;L4275;49
12;74;L4273;50
12;74;LBD;51
12;74;L4194;52
12;74;L4195;53
12;74;LNF;54
12;74;YBLDN;55
12;74;B4174;56
12;74;B4173;57
12;74;BJUE;58
12;74;BJUEG;59
12;74;B 262;60
12;74;B 161;61
12;74;B 258;62
12;74;B 157;63
12;74;B 254;64
12;74;B 153;65
12;74;BLD G;66
12;74;BLD;67
12;74;B 139;68
12;74;BWOL;69
12;74;B 238;70
12;74;B 234;71
12;74;B 133;72
12;74;B 129;73
12;74;B 228;74
12;74;B 224;75
12;74;B123;76
12;74;BTN;77
12;74;B 111;78
12;74;BTHR;79
12;74;B 210;80
12;74;B 206;81
12;74;B 105;82
12;74;BLF;83
13;75;BBF;1
13;75;B  13;2
13;75;B  10;3
13;75;B  12;4
13;75;BDT;5
13;75;B  15;6
13;75;B  14;7
13;75;BRSF;8
13;75;BPM;9
13;75;BDAB;10
13;75;BZO A;11
13;75;BZO;12
13;75;BWUE;13
13;75;BNE;14
13;75;BBA;15
13;75;BKDF;16
13;75;BGO;17
13;75;BDF;18
13;75;BUK;19
13;75;BWA;20
13;75;BBRS;21
13;75;BDKN;22
13;75;BDKO;23
13;75;BRO;24
13;75;YBLOR;25
13;75;BHL;26
13;75;BEW;27
13;75;YLLEW;28
13;75;BPW;29
13;75;BQFR;30
13;75;BFR;31
13;75;DZT;32
13;75;DGB;33
13;75;D1138;34
13;75;D1137;35
13;75;D1136;36
13;75;D1135;37
13;75;D1133;38
13;75;D1131;39
13;75;D1132;40
13;75;DKOT;41
13;75;D1114;42
13;75;D1112;43
13;75;D1115;44
13;75;D1110;45
13;75;D1113;46
13;75;D1111;47
13;75;D1108;48
13;75;D1109;49
13;75;D1106;50
13;75;D1107;51
13;75;D1104;52
13;75;D1105;53
13;75;D1102;54
13;75;D1103;55
13;75;DWE;56
13;75;D 771;57
13;75;D 772;58
13;75;D 773;59
13;75;D 774;60
13;75;D 775;61
13;75;D 776;62
13;75;DAZ;63
13;75;DRBA;64
13;75;DRBN;65
13;75;DNI;66
13;75;DPUM;67
13;75;DCB;68
13;75;DSTT;69
13;75;DKE;70
13;75;DCT;71
13;75;DCTA;72
13;75;DF;73
13;76;DF;1
13;76;DCTA;2
13;76;DCT;3
13;76;DKE;4
13;76;DSTT;5
13;76;DCB;6
13;76;DPUM;7
13;76;DNI;8
13;76;DRBN;9
13;76;DRBA;10
13;76;DAZ;11
13;76;D 776;12
13;76;D 775;13
13;76;D 774;14
13;76;D 773;15
13;76;D 772;16
13;76;D 771;17
13;76;DWE;18
13;76;D1103;19
13;76;D1102;20
13;76;D1105;21
13;76;D1104;22
13;76;D1107;23
13;76;D1106;24
13;76;D1109;25
13;76;D1108;26
13;76;D1111;27
13;76;D1113;28
13;76;D1110;29
13;76;D1115;30
13;76;D1112;31
13;76;D1114;32
13;76;DKOT;33
13;76;D1132;34
13;76;D1131;35
13;76;D1133;36
13;76;D1135;37
13;76;D1136;38
13;76;D1137;39
13;76;D1138;40
13;76;DGB;41
13;76;DZT;42
13;76;BFR;43
13;76;BQFR;44
13;76;BPW;45
13;76;YLLEW;46
13;76;BEW;47
13;76;BHL;48
13;76;YBLOR;49
13;76;BRO;50
13;76;BDKO;51
13;76;BDKN;52
13;76;BBRS;53
13;76;BWA;54
13;76;BUK;55
13;76;BDF;56
13;76;BGO;57
13;76;BKDF;58
13;76;BBA;59
13;76;BNE;60
13;76;BWUE;61
13;76;BZO;62
13;76;BZO A;63
13;76;BDAB;64
13;76;BPM;65
13;76;BRSF;66
13;76;B  14;67
13;76;B  15;68
13;76;BDT;69
13;76;B  12;70
13;76;B  10;71
13;76;B  13;72
13;76;BBF;73
13;77;LF  N;1
13;77;LF  U;2
13;77;LSX;3
13;77;LNX;4
13;77;LQNX;5
13;77;LJL;6
13;77;DRO;7
13;77;DZN;8
13;77;DGLA;9
13;77;DNUN;10
13;77;DWIG;11
13;77;DLEW;12
13;77;DPR;13
13;77;D571P;14
13;77;D682P;15
13;77;D131P;16
13;77;D242P;17
13;77;DNDR;18
13;77;DWEW;19
13;77;D 483;20
13;77;D 486;21
13;77;DCW B;22
13;77;DCW;23
13;77;DRBA;24
13;77;DRBN;25
13;77;DNI;26
13;77;DPUM;27
13;77;DCB;28
13;77;DSTT;29
13;77;DKE;30
13;77;DCT;31
13;77;DCTA;32
13;77;DF;33
13;78;DF;1
13;78;DCTA;2
13;78;DCT;3
13;78;DKE;4
13;78;DSTT;5
13;78;DCB;6
13;78;DPUM;7
13;78;DNI;8
13;78;DRBN;9
13;78;DRBA;10
13;78;DCW;11
13;78;DCW B;12
13;78;D 486;13
13;78;D 483;14
13;78;DWEW;15
13;78;DNDR;16
13;78;D242P;17
13;78;D131P;18
13;78;D682P;19
13;78;D571P;20
13;78;DPR;21
13;78;DLEW;22
13;78;DWIG;23
13;78;DNUN;24
13;78;DGLA;25
13;78;DZN;26
13;78;DRO;27
13;78;LJL;28
13;78;LQNX;29
13;78;LNX;30
13;78;LSX;31
13;78;LF  N;32
13;79;DF;1
13;79;DM;2
13;79;DN;3
13;79;DN  A;4
13;79;DNG;5
13;79;DPSA;6
13;79;DTR;7
13;79;DRB;8
13;79;DRBT;9
13;79;DRBW;10
13;79;DAZ;11
13;79;D 776;12
13;79;D 775;13
13;79;D 774;14
13;79;D 773;15
13;79;D 772;16
13;79;D 771;17
13;79;DWE;18
13;79;D1103;19
13;79;D1102;20
13;79;D1105;21
13;79;D1104;22
13;79;D1107;23
13;79;D1106;24
13;79;D1109;25
13;79;D1108;26
13;79;D1111;27
13;79;D1113;28
13;79;D1110;29
13;79;D1115;30
13;79;D1112;31
13;79;D1114;32
13;79;DKOT;33
13;79;D1161;34
13;79;D1415;35
13;79;DLEW;36
13;79;DWIG;37
13;79;DNUN;38
13;79;DGLA;39
13;79;DZN;40
13;79;DRA;41
13;79;DR;42
13;79;DR  R;43
13;79;D 578;44
13;79;D 575;45
13;79;DBT;46
13;79;DOT;47
13;79;LDA;48
13;79;LDH;49
13;79;LKUH;50
13;79;LWZ;51
13;79;LWZW;52
13;79;L244W;53
13;79;L242W;54
13;79;L141W;55
13;79;L143W;56
13;79;LALT;57
13;79;LMAU;58
13;79;LMAC;59
13;79;L118W;60
13;79;L116W;61
13;79;L115W;62
13;79;L117W;63
13;79;LGE;64
13;79;LBOR;65
13;79;L5514;66
13;79;L5524;67
13;79;L5423;68
13;79;L5413;69
13;79;LEO;70
13;79;LE  H;71
13;79;LE  K;72
13;79;LE  V;73
13;79;LLS;74
13;79;LLT;75
13;79;LLMO;76
13;79;LWI;77
13;79;LLW;78
13;79;LLW U;79
13;79;LLW L;80
13;79;L3322;81
13;79;L3117;82
13;79;LSD;83
13;79;LSDW;84
13;79;LQGK;85
13;79;L3126;86
13;79;L3113;87
13;79;LGKL;88
13;79;LGOSS;89
13;79;LGOS;90
13;79;L8111;91
13;79;L8112;92
13;79;LKAN;93
13;79;LHAL;94
13;79;LHG W;95
13;79;LHG D;96
13;80;LHG;1
13;80;LHG Y;2
13;80;LHG W;3
13;80;LHAL;4
13;80;LKAN;5
13;80;L8112;6
13;80;L8111;7
13;80;LGOS;8
13;80;LGOSS;9
13;80;LGKL;10
13;80;L3113;11
13;80;L3126;12
13;80;LQGK;13
13;80;LSDW;14
13;80;LSD;15
13;80;LLW L;16
13;80;LLW U;17
13;80;LLW;18
13;80;LWI;19
13;80;LLMO;20
13;80;LLT;21
13;80;LLS;22
13;80;LE  V;23
13;80;LE  K;24
13;80;LE  H;25
13;80;LEO;26
13;80;L5413;27
13;80;L5423;28
13;80;L5524;29
13;80;L5514;30
13;80;LBOR;31
13;80;LGE;32
13;80;L117W;33
13;80;L115W;34
13;80;L116W;35
13;80;L118W;36
13;80;LMAC;37
13;80;LMAU;38
13;80;LALT;39
13;80;L143W;40
13;80;L141W;41
13;80;L242W;42
13;80;L244W;43
13;80;LWZW;44
13;80;LWZ;45
13;80;LKUH;46
13;80;LDH;47
13;80;LDA;48
13;80;DOT;49
13;80;DBT;50
13;80;D 575;51
13;80;D 578;52
13;80;DR  R;53
13;80;DR;54
13;80;DRA;55
13;80;DZN;56
13;80;DGLA;57
13;80;DNUN;58
13;80;DWIG;59
13;80;DLEW;60
13;80;D1415;61
13;80;D1161;62
13;80;DKOT;63
13;80;D1114;64
13;80;D1112;65
13;80;D1115;66
13;80;D1110;67
13;80;D1113;68
13;80;D1111;69
13;80;D1108;70
13;80;D1109;71
13;80;D1106;72
13;80;D1107;73
13;80;D1104;74
13;80;D1105;75
13;80;D1102;76
13;80;D1103;77
13;80;DWE;78
13;80;D 771;79
13;80;D 772;80
13;80;D 773;81
13;80;D 774;82
13;80;D 775;83
13;80;D 776;84
13;80;DAZ;85
13;80;DRBA;86
13;80;DRBN;87
13;80;DNI;88
13;80;DPUM;89
13;80;DCB;90
13;80;DSTT;91
13;80;DKE;92
13;80;DCT;93
13;80;DCTA;94
13;80;DF;95
13;81;LF  N;1
13;81;LF  S;2
13;81;LF  F;3
13;81;BWK;4
13;81;BBLW;5
13;81;BZA;6
13;81;BEB;7
13;81;BP;8
13;81;BPFB;9
13;81;BPFA;10
13;81;BLH;11
13;81;BBAE;12
13;81;BRU;13
13;81;BSWB;14
13;81;BHC;15
13;81;BQLA;16
13;81;BLA;17
13;81;BSKL;18
13;81;BHW W;19
13;81;BHW;20
13;81;BHWN;21
13;81;BKN;22
13;81;BLOH;23
13;81;BUS;24
13;81;BKL;25
13;81;BMC;26
13;81;BPE;27
13;81;BNY;28
13;81;BSAE;29
13;81;BHG;30
13;82;BHG;1
13;82;BSAE;2
13;82;BNY;3
13;82;BPE;4
13;82;BMC;5
13;82;BKL;6
13;82;BUS;7
13;82;BLOH;8
13;82;BKN;9
13;82;BHWN;10
13;82;BHW;11
13;82;BHW W;12
13;82;BSKL;13
13;82;BLA;14
13;82;BQLA;15
13;82;BHC;16
13;82;BSWB;17
13;82;BRU;18
13;82;BBAE;19
13;82;BLH;20
13;82;BPFA;21
13;82;BPFB;22
13;82;BP;23
13;82;BEB;24
13;82;BZA;25
13;82;BBLW;26
13;82;BWK;27
13;82;LF  F;28
13;82;LF  S;29
13;82;LF  N;30
14;83;EEM;1
14;83;E3258;2
14;83;E3255;3
14;83;E3256;4
14;83;EPRA;5
14;83;E3051;6
14;83;E0147;7
14;83;EMIL;8
14;83;EEMP;9
14;83;E3046;10
14;83;EHAD;11
14;83;E2843;12
14;83;EMHO;13
14;83;E2834;14
14;83;E2835;15
14;83;E2630;16
14;83;E2631;17
14;83;EWFK;18
14;83;EWES;19
14;83;E2625;20
14;83;E2624;21
14;83;E2623;22
14;83;EFFD;23
14;83;E2622;24
14;83;E2621;25
14;83;E6623;26
14;83;E2620;27
14;83;EVDU;28
14;83;EVD;29
14;83;EDIN;30
14;83;E 656;31
14;83;E 606;32
14;83;E 657;33
14;83;E 607;34
14;83;EOHT;35
14;83;EOSD;36
14;83;EOB N;37
14;83;EOBRO;38
14;83;EOBRM;39
14;84;EMAF;1
14;84;EOBRO;2
14;84;EOB N;3
14;84;EOSD;4
14;84;EOHT;5
14;84;E 607;6
14;84;E 657;7
14;84;E 606;8
14;84;E 656;9
14;84;EDIN;10
14;84;EVD;11
14;84;EVDU;12
14;84;E2620;13
14;84;E6623;14
14;84;E2621;15
14;84;E2622;16
14;84;EFFD;17
14;84;E2623;18
14;84;E2624;19
14;84;E2625;20
14;84;EWES;21
14;84;EWFK;22
14;84;E2631;23
14;84;E2630;24
14;84;E2835;25
14;84;E2834;26
14;84;EMHO;27
14;84;E2843;28
14;84;EHAD;29
14;84;E3046;30
14;84;EEMP;31
14;84;EMIL;32
14;84;E0147;33
14;84;E3051;34
14;84;EPRA;35
14;84;E3256;36
14;84;E3255;37
14;84;E3258;38
14;84;EEM;39
15;85;HSR O;1
15;85;H989S;2
15;85;HAHM;3
15;85;H993S;4
15;85;H992A;5
15;85;HLIH;6
15;85;HLI;7
15;85;HLI R;8
15;85;H885L;9
15;85;H894L;10
15;85;H875L;11
15;85;H884L;12
15;85;HWHN;13
15;85;HWAM;14
15;85;H817M;15
15;85;H818W;16
15;85;H815M;17
15;85;H816W;18
15;85;H813M;19
15;85;H814W;20
15;85;HMI;21
15;85;H119A;22
15;85;H118A;23
15;85;HLERW;24
15;85;HLER;25
15;85;HRAT;26
15;85;H884H;27
15;85;H883H;28
15;85;HHAE;29
15;85;H888V;30
15;85;H889V;31
15;85;H902P;32
15;85;H904P;33
15;85;HVOE;34
15;85;H907V;35
15;85;H905V;36
15;85;H908P;37
15;85;H909P;38
15;85;HP;39
15;85;HP  G;40
15;85;H927W;41
15;85;H940V;42
15;85;H928V;43
15;85;H929P;44
15;85;H941P;45
15;85;H930V;46
15;85;H942V;47
15;85;H943P;48
15;85;H931P;49
15;85;H932V;50
15;85;H933V;51
15;85;HVEC;52
15;85;H401W;53
15;85;H402G;54
15;85;HGGL;55
15;85;HGGLO;56
15;85;H2801;57
15;85;H2812;58
15;85;H2814;59
15;85;HGAA;60
15;85;H2807;61
15;85;H2818;62
15;85;H2820;63
15;85;HBS;64
15;86;HBS;1
15;86;H2820;2
15;86;H2818;3
15;86;H2807;4
15;86;HGAA;5
15;86;H2814;6
15;86;H2812;7
15;86;H2801;8
15;86;HGGLO;9
15;86;HGGL;10
15;86;H402G;11
15;86;H401W;12
15;86;HVEC;13
15;86;H933V;14
15;86;H932V;15
15;86;H931P;16
15;86;H943P;17
15;86;H942V;18
15;86;H930V;19
15;86;H941P;20
15;86;H929P;21
15;86;H928V;22
15;86;H940V;23
15;86;H927W;24
15;86;HP  G;25
15;86;HP;26
15;86;H909P;27
15;86;H908P;28
15;86;H905V;29
15;86;H907V;30
15;86;HVOE;31
15;86;H904P;32
15;86;H902P;33
15;86;H889V;34
15;86;H888V;35
15;86;HHAE;36
15;86;H883H;37
15;86;H884H;38
15;86;HRAT;39
15;86;HLER;40
15;86;HLERW;41
15;86;H118A;42
15;86;H119A;43
15;86;HMI;44
15;86;H814W;45
15;86;H813M;46
15;86;H816W;47
15;86;H815M;48
15;86;H818W;49
15;86;H817M;50
15;86;HWAM;51
15;86;HWHN;52
15;86;H884L;53
15;86;H875L;54
15;86;H894L;55
15;86;H885L;56
15;86;HLI R;57
15;86;HLI;58
15;86;HLIH;59
15;86;H992A;60
15;86;H993S;61
15;86;HAHM;62
15;86;H989S;63
15;86;HSR O;64
15;87;HF;1
15;87;H47C;2
15;87;H147C;3
15;87;H46C;4
15;87;H146C;5
15;87;H51C;6
15;87;H151C;7
15;87;HCAL;8
15;87;H152C;9
15;87;H52G;10
15;87;HGI;11
15;87;HLFU;12
15;87;HLFG;13
15;87;H91LM;14
15;87;HMRS;15
15;87;H109D;16
15;87;H108D;17
15;87;HDEH;18
15;87;HDOG;19
15;87;HIMS;20
15;87;H902L;21
15;87;H904L;22
15;87;HLER;23
15;88;HLER;1
15;88;H904L;2
15;88;H902L;3
15;88;HIMS;4
15;88;HDOG;5
15;88;HDEH;6
15;88;H108D;7
15;88;H109D;8
15;88;HMRS;9
15;88;H91LM;10
15;88;HLFG;11
15;88;HLFU;12
15;88;HGI;13
15;88;H52G;14
15;88;H152C;15
15;88;HCAL;16
15;88;H151C;17
15;88;H51C;18
15;88;H146C;19
15;88;H46C;20
15;88;H147C;21
15;88;H47C;22
15;88;HF;23
15;89;HLER;1
15;89;H291S;2
15;89;H292L;3
15;89;HSEN;4
15;89;HALG;5
15;89;HHRS;6
15;89;HHI;7
15;89;HHI G;8
15;89;H5543;9
15;89;H5143;10
15;89;H5542;11
15;89;H5142;12
15;89;HHTA;13
15;89;H5146;14
15;89;H5549;15
15;89;H5149;16
15;89;H5548;17
15;89;HEMK;18
15;89;H5551;19
15;89;H5550;20
15;89;H5150;21
15;89;HROS;22
15;89;HNOS;23
15;89;H01NE;24
15;89;H02EN;25
15;89;H03NE;26
15;89;H103E;27
15;89;H04EN;28
15;89;H05NE;29
15;89;H06EN;30
15;89;H106E;31
15;89;H07NE;32
15;89;H08EN;33
15;89;HELZ;34
15;89;H3603;35
15;89;H3602;36
15;89;H3605;37
15;89;H3604;38
15;89;H3607;39
15;89;H3606;40
15;89;HBAN;41
15;89;H3613;42
15;89;H3612;43
15;89;H3715;44
15;89;H3714;45
15;89;H3717;46
15;89;H3716;47
15;89;HGOD;48
15;89;H3721;49
15;89;H3820;50
15;89;HALF;51
15;89;H3825;52
15;89;H0125;53
15;89;H3824;54
15;89;H3827;55
15;89;H0126;56
15;89;H3826;57
15;89;H3829;58
15;89;H3928;59
15;89;H3931;60
15;89;H3930;61
15;89;H3933;62
15;89;H3932;63
15;89;HFRE;64
15;89;H3941;65
15;89;H3940;66
15;89;H3943;67
15;89;H3942;68
15;89;H4045;69
15;89;H0145;70
15;89;H4044;71
15;89;H4047;72
15;89;H0146;73
15;89;H4046;74
15;89;H4049;75
15;89;H4048;76
15;89;H4051;77
15;89;H4050;78
15;89;HK;79
15;89;H4053;80
15;89;H4052;81
15;89;H4055;82
15;89;H4154;83
15;89;H4157;84
15;89;H0156;85
15;89;H4156;86
15;89;H4159;87
15;89;H4158;88
15;89;HEB;89
15;89;H4163;90
15;89;H121E;91
15;89;H122E;92
15;89;H124E;93
15;89;H123E;94
15;89;H126E;95
15;89;HEDN;96
15;89;HEDS;97
15;89;HN;98
15;89;HN  G;99
15;89;H31NN;100
15;89;H32NN;101
15;89;H33NN;102
15;89;H34NN;103
15;89;H35NN;104
15;89;H36NN;105
15;89;H37NN;106
15;89;HNTH;107
15;89;H551G;108
15;89;H552G;109
15;89;H553G;110
15;89;H554G;111
15;89;H555G;112
15;89;H556G;113
15;89;HG  N;114
15;89;HG  G;115
15;90;HG  G;1
15;90;HG  N;2
15;90;H556G;3
15;90;H555G;4
15;90;H554G;5
15;90;H553G;6
15;90;H552G;7
15;90;H551G;8
15;90;HNTH;9
15;90;H37NN;10
15;90;H36NN;11
15;90;H35NN;12
15;90;H34NN;13
15;90;H33NN;14
15;90;H32NN;15
15;90;H31NN;16
15;90;HN  G;17
15;90;HN;18
15;90;HEDS;19
15;90;HEDN;20
15;90;H126E;21
15;90;H123E;22
15;90;H124E;23
15;90;H122E;24
15;90;H121E;25
15;90;H4163;26
15;90;HEB;27
15;90;H4158;28
15;90;H4159;29
15;90;H4156;30
15;90;H0156;31
15;90;H4157;32
15;90;H4154;33
15;90;H4055;34
15;90;H4052;35
15;90;H4053;36
15;90;HK;37
15;90;H4050;38
15;90;H4051;39
15;90;H4048;40
15;90;H4049;41
15;90;H4046;42
15;90;H0146;43
15;90;H4047;44
15;90;H4044;45
15;90;H0145;46
15;90;H4045;47
15;90;H3942;48
15;90;H3943;49
15;90;H3940;50
15;90;H3941;51
15;90;HFRE;52
15;90;H3932;53
15;90;H3933;54
15;90;H3930;55
15;90;H3931;56
15;90;H3928;57
15;90;H3829;58
15;90;H3826;59
15;90;H0126;60
15;90;H3827;61
15;90;H3824;62
15;90;H0125;63
15;90;H3825;64
15;90;HALF;65
15;90;H3820;66
15;90;H3721;67
15;90;HGOD;68
15;90;H3716;69
15;90;H3717;70
15;90;H3714;71
15;90;H3715;72
15;90;H3612;73
15;90;H3613;74
15;90;HBAN;75
15;90;H3606;76
15;90;H3607;77
15;90;H3604;78
15;90;H3605;79
15;90;H3602;80
15;90;H3603;81
15;90;HELZ;82
15;90;H08EN;83
15;90;H07NE;84
15;90;H106E;85
15;90;H06EN;86
15;90;H05NE;87
15;90;H04EN;88
15;90;H103E;89
15;90;H03NE;90
15;90;H02EN;91
15;90;H01NE;92
15;90;HNOS;93
15;90;HROS;94
15;90;H5150;95
15;90;H5550;96
15;90;H5551;97
15;90;HEMK;98
15;90;H5548;99
15;90;H5149;100
15;90;H5549;101
15;90;H5146;102
15;90;HHTA;103
15;90;H5142;104
15;90;H5542;105
15;90;H5143;106
15;90;H5543;107
15;90;HHI G;108
15;90;HHI;109
15;90;HHRS;110
15;90;HALG;111
15;90;HSEN;112
15;90;H292L;113
15;90;H291S;114
15;90;HLER;115
15;91;HSR O;1
15;91;H989S;2
15;91;HAHM;3
15;91;H993S;4
15;91;H992A;5
15;91;HLIH;6
15;91;HLI;7
15;91;HLI R;8
15;91;H885L;9
15;91;H894L;10
15;91;H875L;11
15;91;H884L;12
15;91;HWHN;13
15;91;HWU;14
15;91;HHML;15
15;91;H963R;16
15;91;H964R;17
15;91;HRTN;18
15;91;H971S;19
15;91;H972R;20
