STA_GRUPPENID;SYSTEMTRASSENANFORDERUNGID;BSTID;LAUFNR
4;18;H05RS;27
4;18;H06SR;28
4;18;HSAL;29
4;18;HEM;30
4;18;HLED;31
4;18;HHKF;32
4;18;HFAS;33
4;18;HLIG;34
4;18;HLIS;35
4;18;HHOHA;36
4;18;HGEE;37
4;18;H01GM;38
4;18;H02ML;39
4;18;HMEP;40
4;18;H11MH;41
4;18;H12HM;42
4;18;HRWA;43
4;18;HHAR;44
4;18;H01HL;45
4;18;H02LH;46
4;18;HLAT;47
4;18;H21LD;48
4;18;H22DL;49
4;18;HDOP;50
4;18;HLE;51
4;18;HASD;52
4;18;HPAP;53
4;18;HIHV;54
4;18;H01PL;55
4;18;H02LP;56
4;18;HLEEA;57
4;18;HLEEP;58
4;18;HLEE;59
4;18;HNM;60
4;18;H05LO;61
4;18;H06OL;62
4;18;HODU;63
4;18;H351E;64
4;18;H354E;65
4;18;HER;66
4;19;HER;1
4;19;H354E;2
4;19;H351E;3
4;19;HODU;4
4;19;H06OL;5
4;19;H05LO;6
4;19;HNM;7
4;19;HLEE;8
4;19;HLEEP;9
4;19;HLEEA;10
4;19;H02LP;11
4;19;H01PL;12
4;19;HIHV;13
4;19;HPAP;14
4;19;HASD;15
4;19;HLE;16
4;19;HDOP;17
4;19;H22DL;18
4;19;H21LD;19
4;19;HLAT;20
4;19;H02LH;21
4;19;H01HL;22
4;19;HHAR;23
4;19;HRWA;24
4;19;H12HM;25
4;19;H11MH;26
4;19;HMEP;27
4;19;H02ML;28
4;19;H01GM;29
4;19;HGEE;30
4;19;HHOHA;31
4;19;HLIS;32
4;19;HLIG;33
4;19;HFAS;34
4;19;HHKF;35
4;19;HLED;36
4;19;HEM;37
4;19;HSAL;38
4;19;H06SR;39
4;19;H05RS;40
4;19;HQR;41
4;19;H2014;42
4;19;H2024;43
4;19;H2013;44
4;19;HR;45
4;19;H12R;46
4;19;HMSU;47
4;19;H11R;48
4;19;YEHEM;49
4;19;EEDT;50
4;19;E809;51
4;19;EEDA;52
4;19;ERFE;53
4;19;EGRV;54
4;19;E906S;55
4;19;E907G;56
4;19;ESPR;57
4;19;ENHF;58
4;19;E452;59
4;19;E451;60
4;19;EMSTP;61
4;19;EMSTG;62
4;19;ELEC;63
4;19;EHIT;64
4;19;E642;65
4;19;E641;66
4;19;ERIK;67
4;19;E621A;68
4;19;E622A;69
4;19;EDRS;70
4;19;EMES;71
4;19;E22A;72
4;19;E21A;73
4;19;EBCK;74
4;19;EFMK;75
4;19;E 31M;76
4;19;ERDB;77
4;19;E 32B;78
4;19;EHRBN;79
4;19;EHRBE;80
4;20;EHRBN;1
4;20;E 32B;2
4;20;ERDB;3
4;20;E 31M;4
4;20;EFMK;5
4;20;EBCK;6
4;20;E21A;7
4;20;E22A;8
4;20;EMES;9
4;20;EDRS;10
4;20;E622A;11
4;20;E621A;12
4;20;ERIK;13
4;20;E641;14
4;20;E642;15
4;20;EHIT;16
4;20;ELEC;17
4;20;EMSTG;18
4;20;EMSTP;19
4;20;E451;20
4;20;E452;21
4;20;ENHF;22
4;20;ESPR;23
4;20;E907G;24
4;20;E906S;25
4;20;EGRV;26
4;20;ERFE;27
4;20;EEDA;28
4;20;E809;29
4;20;EEDT;30
4;20;YEHEM;31
4;20;H11R;32
4;20;HMSU;33
4;20;H12R;34
4;20;HR;35
4;20;H2013;36
4;20;H2024;37
4;20;H2014;38
4;20;HQR;39
4;20;H05RS;40
4;20;H06SR;41
4;20;HSAL;42
4;20;HEM;43
4;20;HLED;44
4;20;HHKF;45
4;20;HFAS;46
4;20;HLIG;47
4;20;HLIS;48
4;20;HHOHA;49
4;20;HGEE;50
4;20;H01GM;51
4;20;H02ML;52
4;20;HMEP;53
4;20;H11MH;54
4;20;H12HM;55
4;20;HRWA;56
4;20;HHAR;57
4;20;H01HL;58
4;20;H02LH;59
4;20;HLAT;60
4;20;H21LD;61
4;20;H22DL;62
4;20;HDOP;63
4;20;HLE;64
4;20;HASD;65
4;20;HPAP;66
4;20;HIHV;67
4;20;H01PL;68
4;20;H02LP;69
4;20;HLEEA;70
4;20;HLEEP;71
4;20;HLEE;72
4;20;HNM;73
4;20;H05LO;74
4;20;H06OL;75
4;20;HODU;76
4;20;H351E;77
4;20;H354E;78
4;20;HER;79
4;21;HOR O;1
4;21;HO  U;2
4;21;HOHT;3
4;21;H41HE;4
4;21;H42EH;5
4;21;H43HE;6
4;21;H44EH;7
4;21;HOE;8
4;21;HQOE;9
4;21;HLOT;10
4;21;HVEP;11
4;21;H03VL;12
4;21;HLGG;13
4;21;H04IL;14
4;21;HI;15
4;21;HESH;16
4;21;HHTL;17
4;21;H05HE;18
4;21;H06EH;19
4;21;H07HE;20
4;21;H08EH;21
4;21;HR;22
4;21;H2013;23
4;21;H2024;24
4;21;H2014;25
4;21;HQR;26
4;21;H05RS;27
4;21;H06SR;28
4;21;HSAL;29
4;21;HSTT;30
4;21;HBTH;31
4;22;HBTH;1
4;22;HSTT;2
4;22;HSAL;3
4;22;H06SR;4
4;22;H05RS;5
4;22;HQR;6
4;22;H2014;7
4;22;H2024;8
4;22;H2013;9
4;22;HR;10
4;22;H08EH;11
4;22;H07HE;12
4;22;H06EH;13
4;22;H05HE;14
4;22;HHTL;15
4;22;HESH;16
4;22;HI;17
4;22;H04IL;18
4;22;HLGG;19
4;22;H03VL;20
4;22;HVEP;21
4;22;HLOT;22
4;22;HQOE;23
4;22;HOE;24
4;22;H44EH;25
4;22;H43HE;26
4;22;H42EH;27
4;22;H41HE;28
4;22;HOHT;29
4;22;HO  U;30
4;22;HOR O;31
4;23;HO  N;1
4;23;HO  S;2
4;23;HO  O;3
4;23;HHRN;4
4;23;H24HH;5
4;23;H23HH;6
4;23;H22HH;7
4;23;H21HH;8
4;23;HHSB;9
4;23;H02NH;10
4;23;H01NH;11
4;23;HNAH;12
4;23;HQNA;13
4;23;H926N;14
4;23;H925N;15
4;23;YEHLH;16
4;23;E924H;17
4;23;E923L;18
4;23;E 922;19
4;23;E 921;20
4;23;ELEN;21
4;23;E904L;22
4;23;E903L;23
4;23;E902L;24
4;23;E901L;25
4;23;ERIG;26
4;23;EKV;27
4;23;E822B;28
4;23;E 821;29
4;23;EBRO;30
4;23;E 802;31
4;23;E 801;32
4;23;E545L;33
4;23;EWBV;34
4;23;E532M;35
4;23;EEMS;36
4;23;E 937;37
4;23;E938E;38
4;23;E 935;39
4;23;ESDM;40
4;23;EPLE;41
4;23;EKAN;42
4;23;ELEC;43
4;23;EHIT;44
4;23;E642;45
4;23;E641;46
4;23;ERIK;47
4;23;E621A;48
4;23;E622A;49
4;23;EDRS;50
4;23;EMES;51
4;23;E22A;52
4;23;E21A;53
4;23;EBCK;54
4;23;EFMK;55
4;23;E 31M;56
4;23;ERDB;57
4;23;E 32B;58
4;23;EHRBN;59
4;23;EHRBE;60
4;24;EHRBN;1
4;24;E 32B;2
4;24;ERDB;3
4;24;E 31M;4
4;24;EFMK;5
4;24;EBCK;6
4;24;E21A;7
4;24;E22A;8
4;24;EMES;9
4;24;EDRS;10
4;24;E622A;11
4;24;E621A;12
4;24;ERIK;13
4;24;E641;14
4;24;E642;15
4;24;EHIT;16
4;24;ELEC;17
4;24;EKAN;18
4;24;EPLE;19
4;24;ESDM;20
4;24;E 935;21
4;24;E938E;22
4;24;E 937;23
4;24;EEMS;24
4;24;E532M;25
4;24;EWBV;26
4;24;E545L;27
4;24;E 801;28
4;24;E 802;29
4;24;EBRO;30
4;24;E 821;31
4;24;E822B;32
4;24;EKV;33
4;24;ERIG;34
4;24;E901L;35
4;24;E902L;36
4;24;E903L;37
4;24;E904L;38
4;24;ELEN;39
4;24;E 921;40
4;24;E 922;41
4;24;E923L;42
4;24;E924H;43
4;24;YEHLH;44
4;24;H925N;45
4;24;H926N;46
4;24;HQNA;47
4;24;HNAH;48
4;24;H01NH;49
4;24;H02NH;50
4;24;HHSB;51
4;24;H21HH;52
4;24;H22HH;53
4;24;H23HH;54
4;24;H24HH;55
4;24;HHRN;56
4;24;HO  O;57
4;24;HO  S;58
4;24;HO  N;59
4;25;HO  N;1
4;25;HO  S;2
4;25;HO  O;3
4;25;HHRN;4
4;25;H24HH;5
4;25;H23HH;6
4;25;H22HH;7
4;25;H21HH;8
4;25;HHSB;9
4;25;H02NH;10
4;25;H01NH;11
4;25;HNAH;12
4;25;HQNA;13
4;25;H926N;14
4;25;H925N;15
4;25;YEHLH;16
4;25;E924H;17
4;25;E923L;18
4;25;E 922;19
4;25;E 921;20
4;25;ELEN;21
4;25;E904L;22
4;25;E903L;23
4;25;E902L;24
4;25;E901L;25
4;25;ERIG;26
4;25;EKV;27
4;25;E822B;28
4;25;E 821;29
4;25;EBRO;30
4;25;E 802;31
4;25;E 801;32
4;25;E545L;33
4;25;EWBV;34
4;25;E532M;35
4;25;EEMS;36
4;25;E 937;37
4;25;E938E;38
4;25;E 935;39
4;25;ESDM;40
4;25;E 906;41
4;25;E 907;42
4;25;E 904;43
4;25;E 905;44
4;25;EMSTP;45
4;25;EMSTG;46
4;25;EGST;47
4;25;EMEK;48
4;25;E 835;49
4;25;E 834;50
4;25;EABT;51
4;25;E 833;52
4;25;E 832;53
4;25;E 831;54
4;25;EBSL;55
4;25;EAPH;56
4;25;E964B;57
4;25;E962B;58
4;25;E961A;59
4;25;E959A;60
4;25;E960B;61
4;25;E958B;62
4;25;EBUD;63
4;25;E957B;64
4;25;E955B;65
4;25;E956D;66
4;25;E954D;67
4;25;E953B;68
4;25;E952D;69
4;25;E951B;70
4;25;EDUL;71
4;25;E944Y;72
4;25;E943D;73
4;25;E942Y;74
4;25;E941D;75
4;25;ESYB;76
4;25;E936S;77
4;25;ESYH;78
4;25;E937S;79
4;25;E935S;80
4;25;E934H;81
4;25;E933S;82
4;25;E932H;83
4;25;E931S;84
4;25;EHLT;85
4;25;E924L;86
4;25;E923H;87
4;25;ELPE;88
4;25;E8128;89
4;25;E8127;90
4;25;EMSI;91
4;25;E8418;92
4;25;E8419;93
4;25;ERE;94
4;25;EBLT;95
4;25;E6510;96
4;25;E6515;97
4;25;E4508;98
4;25;E4513;99
4;25;EWSH;100
4;25;EGBN;101
4;25;E908G;102
4;25;E907W;103
4;25;EGBW;104
4;25;E48 6;105
4;25;E48 5;106
4;25;E48 4;107
4;25;E48 3;108
4;25;EBTB;109
4;25;E48 2;110
4;25;E48 1;111
4;25;EBTHG;112
4;25;EBTHP;113
4;25;EOBRO;114
4;25;EOBRM;115
4;26;EOBRO;1
4;26;EBTHP;2
4;26;EBTHG;3
4;26;E48 1;4
4;26;E48 2;5
4;26;EBTB;6
4;26;E48 3;7
4;26;E48 4;8
4;26;E48 5;9
4;26;E48 6;10
4;26;EGBW;11
4;26;E907W;12
4;26;E908G;13
4;26;EGBN;14
4;26;EWSH;15
4;26;E4513;16
4;26;E4508;17
4;26;E6515;18
4;26;E6510;19
4;26;EBLT;20
4;26;ERE;21
4;26;E8419;22
4;26;E8418;23
4;26;EMSI;24
4;26;E8127;25
4;26;E8128;26
4;26;ELPE;27
4;26;E923H;28
4;26;E924L;29
4;26;EHLT;30
4;26;E931S;31
4;26;E932H;32
4;26;E933S;33
4;26;E934H;34
4;26;E935S;35
4;26;E937S;36
4;26;ESYH;37
4;26;E936S;38
4;26;ESYB;39
4;26;E941D;40
4;26;E942Y;41
4;26;E943D;42
4;26;E944Y;43
4;26;EDUL;44
4;26;E951B;45
4;26;E952D;46
4;26;E953B;47
4;26;E954D;48
4;26;E956D;49
4;26;E955B;50
4;26;E957B;51
4;26;EBUD;52
4;26;E958B;53
4;26;E960B;54
4;26;E959A;55
4;26;E961A;56
4;26;E962B;57
4;26;E964B;58
4;26;EAPH;59
4;26;EBSL;60
4;26;E 831;61
4;26;E 832;62
4;26;E 833;63
4;26;EABT;64
4;26;E 834;65
4;26;E 835;66
4;26;EMEK;67
4;26;EMUW;68
4;26;EKAN;69
4;26;EPLE;70
4;26;ESDM;71
4;26;E 935;72
4;26;E938E;73
4;26;E 937;74
4;26;EEMS;75
4;26;E532M;76
4;26;EWBV;77
4;26;E545L;78
4;26;E 801;79
4;26;E 802;80
4;26;EBRO;81
4;26;E 821;82
4;26;E822B;83
4;26;EKV;84
4;26;ERIG;85
4;26;E901L;86
4;26;E902L;87
4;26;E903L;88
4;26;E904L;89
4;26;ELEN;90
4;26;E 921;91
4;26;E 922;92
4;26;E923L;93
4;26;E924H;94
4;26;YEHLH;95
4;26;H925N;96
4;26;H926N;97
4;26;HQNA;98
4;26;HNAH;99
4;26;H01NH;100
4;26;H02NH;101
4;26;HHSB;102
4;26;H21HH;103
4;26;H22HH;104
4;26;H23HH;105
4;26;H24HH;106
4;26;HHRN;107
4;26;HO  O;108
4;26;HO  S;109
4;26;HO  N;110
4;27;EHRBW;1
4;27;EHRBD;2
4;27;ESMG;3
4;27;E54B;4
4;27;E53B;5
4;27;EAU;6
4;27;EBEO;7
4;27;E 36;8
4;27;E 35;9
4;27;E 34B;10
4;27;E 33B;11
4;27;EUN;12
4;27;E 26;13
4;27;E 25;14
4;27;E 24;15
4;27;E23HU;16
4;27;E 22;17
4;27;E 21;18
4;27;E 20;19
4;27;EHZW;20
4;27;E018H;21
4;27;E 15E;22
4;27;E016H;23
4;27;EHID;24
4;27;ESRT;25
4;27;E5895;26
4;27;E5894;27
4;27;EWEF;28
4;27;EHOY;29
4;27;EHGS;30
4;27;EEIN;31
4;27;EHGGO;32
4;28;EHGGO;1
4;28;EEIN;2
4;28;EHGS;3
4;28;EHOY;4
4;28;EWEF;5
4;28;ESRTF;6
4;28;ESRT;7
4;28;EHID;8
4;28;E016H;9
4;28;E 15E;10
4;28;E018H;11
4;28;EHZW;12
4;28;E 20;13
4;28;E 21;14
4;28;E 22;15
4;28;E23HU;16
4;28;E 24;17
4;28;E 25;18
4;28;E 26;19
4;28;EUN;20
4;28;E 33B;21
4;28;E 34B;22
4;28;E 35;23
4;28;E 36;24
4;28;EBEO;25
4;28;EAU;26
4;28;E53B;27
4;28;E54B;28
4;28;ESMG;29
4;28;EHRBD;30
4;28;EHRBW;31
4;28;EHRBS;32
4;29;EHRBD;1
4;29;EHRI;2
4;29;EPK;3
4;29;E7542;4
4;29;E7541;5
4;29;EBKM;6
4;29;E6550;7
4;29;E6551;8
4;29;EOD;9
4;29;EHOR;10
4;29;ELUS;11
4;29;E2534;12
4;29;E2533;13
4;29;E0528;14
4;29;E0527;15
4;29;E0526;16
4;29;E0525;17
4;29;EDAT;18
4;29;E8522;19
4;29;E8521;20
4;29;ERHO;21
4;29;EBLT;22
4;29;E6510;23
4;29;E6515;24
4;29;E4508;25
4;29;E4513;26
4;29;EWSH;27
4;29;EGBN;28
4;29;E908G;29
4;29;E907W;30
4;29;EGBW;31
4;29;E48 6;32
4;29;E48 5;33
4;29;E48 4;34
4;29;E48 3;35
4;29;EBTB;36
4;29;E48 2;37
4;29;E48 1;38
4;29;EBTHG;39
4;29;EBTHP;40
4;29;EOS T;41
4;29;EOS U;42
4;29;EOS E;43
4;29;EWAZ;44
4;29;EOBRO;45
4;29;EOBRM;46
4;30;EOBRO;1
4;30;EWAZ;2
4;30;EOS E;3
4;30;EOS U;4
4;30;EOS T;5
4;30;EBTHP;6
4;30;EBTHG;7
4;30;E48 1;8
4;30;E48 2;9
4;30;EBTB;10
4;30;E48 3;11
4;30;E48 4;12
4;30;E48 5;13
4;30;E48 6;14
4;30;EGBW;15
4;30;E907W;16
4;30;E908G;17
4;30;EGBN;18
4;30;EWSH;19
4;30;E4513;20
4;30;E4508;21
4;30;E6515;22
4;30;E6510;23
4;30;EBLT;24
4;30;ERHO;25
4;30;E8521;26
4;30;E8522;27
4;30;EDAT;28
4;30;E0525;29
4;30;E0526;30
4;30;E0527;31
4;30;E0528;32
4;30;E2533;33
4;30;E2534;34
4;30;ELUS;35
4;30;EHOR;36
4;30;EOD;37
4;30;E6551;38
4;30;E6550;39
4;30;EBKM;40
4;30;E7541;41
4;30;E7542;42
4;30;EPK;43
4;30;EHRI;44
4;30;EHRBW;45
4;30;EHRBS;46
4;31;EOBRO;1
4;31;EWAZ;2
4;31;EOFE;3
4;31;E621F;4
4;31;E622W;5
4;31;E623F;6
4;31;EEFR;7
4;31;E628F;8
4;31;EPRL;9
4;31;EKKR;10
4;31;EGED;11
4;31;EBTS;12
4;31;E9268;13
4;31;EEKP;14
4;31;E9269;15
4;31;E9266;16
4;31;E9267;17
4;31;ENON;18
4;31;EGBK;19
4;31;EGZO;20
4;31;EWFR;21
4;31;ECRA;22
4;31;EHGN;23
4;31;EHEO;24
4;31;E5004;25
4;31;E5003;26
4;31;EBGZ;27
4;31;EBRI;28
4;31;E5002;29
4;31;YEEBP;30
4;31;E5201;31
4;31;EBNO;32
4;31;EPVP;33
4;31;EBLAI;34
4;31;EBLAG;35
4;31;EBLAS;36
4;31;EBLAZ;37
4;31;ESTR;38
4;31;E 958;39
4;31;E 959;40
4;31;EWIT;41
4;31;E003H;42
4;31;E002W;43
4;31;EWIH;44
4;31;EWGO;45
4;31;E992N;46
4;31;E991N;47
4;31;EHGVS;48
4;31;EHGVE;49
4;31;EHGVW;50
4;32;EHGV;1
4;32;EHGVF;2
4;32;E565W;3
4;32;E566V;4
4;32;EHGVS;5
4;32;E991N;6
4;32;E992N;7
4;32;EWGO;8
4;32;EWIH;9
4;32;E002W;10
4;32;E003H;11
4;32;EWIT;12
4;32;E 959;13
4;32;E 958;14
4;32;ESTR;15
4;32;EBLAZ;16
4;32;EBLAS;17
4;32;EBLAG;18
4;32;EBLAI;19
4;32;EPVP;20
4;32;EBNO;21
4;32;E5201;22
4;32;YEEBP;23
4;32;E5002;24
4;32;EBRI;25
4;32;EBGZ;26
4;32;E5003;27
4;32;E5004;28
4;32;EHEO;29
4;32;EHGN;30
4;32;ECRA;31
4;32;EWFR;32
4;32;EGZO;33
4;32;EGBK;34
4;32;ENON;35
4;32;E9267;36
4;32;E9266;37
4;32;E9269;38
4;32;EEKP;39
4;32;E9268;40
4;32;EBTS;41
4;32;EGED;42
4;32;EKKR;43
4;32;EPRL;44
4;32;E628F;45
4;32;EEFR;46
4;32;E623F;47
4;32;E622W;48
4;32;E621F;49
4;32;EOFE;50
4;32;EWAZ;51
4;32;EOBRO;52
4;32;EOBRM;53
5;33;AM  W;1
5;33;AM  S;2
5;33;ASTE;3
5;33;AASN;4
5;33;A142A;5
5;33;A141A;6
5;33;AWI;7
5;33;A134W;8
5;33;A133W;9
5;33;A132W;10
5;33;A131W;11
5;33;ARH;12
5;33;A226B;13
5;33;A225R;14
5;33;AR125;15
5;33;A224B;16
5;33;AR123;17
5;33;A222B;18
5;33;AR121;19
5;33;ABAD;20
5;33;A214L;21
5;33;A115B;22
5;33;A212L;23
5;33;A213B;24
5;33;AB113;25
5;33;AB111;26
5;33;ALBGN;27
5;33;ALBG;28
5;33;ALBGG;29
5;33;A100L;30
5;33;A101L;31
5;33;ADEV;32
5;33;A094D;33
5;33;A93DE;34
5;33;A092D;35
5;33;A91DE;36
5;33;ABIL;37
5;33;A086B;38
5;33;A85BB;39
5;33;A084B;40
5;33;A83BB;41
5;33;A082B;42
5;33;A81BB;43
5;33;ABVS;44
5;33;A072B;45
5;33;A71BB;46
5;33;H170U;47
5;33;H70UB;48
5;33;H67UB;49
5;33;H65UB;50
5;33;H64EU;51
5;33;H163B;52
5;33;H63UE;53
5;33;H62EU;54
5;33;H61UE;55
5;33;HU;56
5;33;HU  G;57
5;33;H918U;58
5;33;H917S;59
5;33;HSTF;60
5;33;HWRN;61
5;33;H915S;62
5;33;H916W;63
5;33;HSDK;64
5;33;H914S;65
5;33;YLHSN;66
5;33;H913S;67
5;33;HSCG;68
5;33;LQSW;69
5;33;L912S;70
5;33;L911S;71
5;33;L910S;72
5;33;L909S;73
5;33;LSW;74
5;33;LSW G;75
5;33;L908S;76
5;33;LPRZ;77
5;33;L907S;78
5;33;LRAD;79
5;33;LFL;80
5;33;L906S;81
5;33;L905S;82
5;33;LBRP;83
5;33;L904S;84
5;33;LMF;85
5;33;L903S;86
5;33;LHWU;87
5;33;LKD;88
5;33;LKD H;89
5;33;LSFD;90
5;33;L902S;91
5;33;L901S;92
5;33;LS  G;93
5;34;LS  G;1
5;34;L901S;2
5;34;L902S;3
5;34;LSFD;4
5;34;LKD H;5
5;34;LKD;6
5;34;LHWU;7
5;34;L903S;8
5;34;LMF;9
5;34;L904S;10
5;34;LBRP;11
5;34;L905S;12
5;34;L906S;13
5;34;LFL;14
5;34;LRAD;15
5;34;L907S;16
5;34;LPRZ;17
5;34;L908S;18
5;34;LSW G;19
5;34;LSW;20
5;34;L909S;21
5;34;L910S;22
5;34;L911S;23
5;34;L912S;24
5;34;LQSW;25
5;34;HSCG;26
5;34;H913S;27
5;34;YLHSN;28
5;34;H914S;29
5;34;HSDK;30
5;34;H916W;31
5;34;H915S;32
5;34;HWRN;33
5;34;HSTF;34
5;34;H917S;35
5;34;H918U;36
5;34;HU  G;37
5;34;HU;38
5;34;H61UE;39
5;34;H62EU;40
5;34;H63UE;41
5;34;H163B;42
5;34;H64EU;43
5;34;H65UB;44
5;34;H67UB;45
5;34;H70UB;46
5;34;H170U;47
5;34;A71BB;48
5;34;A072B;49
5;34;ABVS;50
5;34;A81BB;51
5;34;A082B;52
5;34;A83BB;53
5;34;A084B;54
5;34;A85BB;55
5;34;A086B;56
5;34;ABIL;57
5;34;A91DE;58
5;34;A092D;59
5;34;A93DE;60
5;34;A094D;61
5;34;ADEV;62
5;34;A101L;63
5;34;A100L;64
5;34;ALBGG;65
5;34;ALBG;66
5;34;ALBGN;67
5;34;AB111;68
5;34;AB113;69
5;34;A213B;70
5;34;A212L;71
5;34;A115B;72
5;34;A214L;73
5;34;ABAD;74
5;34;AR121;75
5;34;A222B;76
5;34;AR123;77
5;34;A224B;78
5;34;AR125;79
5;34;A225R;80
5;34;A226B;81
5;34;ARH;82
5;34;A131W;83
5;34;A132W;84
5;34;A133W;85
5;34;A134W;86
5;34;AWI;87
5;34;A141A;88
5;34;A142A;89
5;34;AASN;90
5;34;ASTE;91
5;34;AM  S;92
5;35;AM  W;1
5;35;AM  S;2
5;35;A1778;3
5;35;A1777;4
5;35;A1776;5
5;35;A923B;6
5;35;A924A;7
5;35;A921B;8
5;35;A922A;9
5;35;AJF;10
5;35;A908A;11
5;35;A903B;12
5;35;A906A;13
5;35;A904A;14
5;35;A201B;15
5;35;ABLZ;16
5;35;A500B;17
5;35;A599B;18
5;35;ASP;19
5;35;A598S;20
5;35;A597S;21
5;35;A596S;22
5;35;A595S;23
5;35;A594S;24
5;35;A593S;25
5;35;ATST;26
5;35;A392T;27
5;35;A391T;28
5;35;A390T;29
5;35;A389T;30
5;35;A388T;31
5;35;A387T;32
5;35;A386T;33
5;35;A385T;34
5;35;A384T;35
5;35;A383T;36
5;35;A382T;37
5;35;A381T;38
5;35;ALUB;39
5;35;A572L;40
5;35;A571S;41
5;35;ASL;42
5;35;A366S;43
5;35;A367S;44
5;35;A364S;45
5;35;A365S;46
5;35;A362S;47
5;35;A363S;48
5;35;A361S;49
5;35;AROG;50
5;36;AROG;1
5;36;A361S;2
5;36;A363S;3
5;36;A362S;4
5;36;A365S;5
5;36;A364S;6
5;36;A367S;7
5;36;A366S;8
5;36;ASL;9
5;36;A371L;10
5;36;A372L;11
5;36;ALUB;12
5;36;A581L;13
5;36;A582T;14
5;36;A583L;15
5;36;A584T;16
5;36;A585L;17
5;36;A586T;18
5;36;A587L;19
5;36;A588T;20
5;36;A589L;21
5;36;A590T;22
5;36;A591L;23
5;36;A592T;24
5;36;ATST;25
5;36;A393S;26
5;36;A394S;27
5;36;A395S;28
5;36;A396S;29
5;36;A397S;30
5;36;A398S;31
5;36;ASP;32
5;36;A399B;33
5;36;A400B;34
5;36;ABLZ;35
5;36;A201B;36
5;36;A904A;37
5;36;A906A;38
5;36;A903B;39
5;36;A908A;40
5;36;AJF;41
5;36;A922A;42
5;36;A921B;43
5;36;A924A;44
5;36;A923B;45
5;36;A1776;46
5;36;A1777;47
5;36;A1778;48
5;36;AM  S;49
5;37;AM  W;1
5;37;AM  S;2
5;37;ASTE;3
5;37;AASN;4
5;37;A142A;5
5;37;A141A;6
5;37;AWI;7
5;37;A134W;8
5;37;A133W;9
5;37;A132W;10
5;37;A131W;11
5;37;ARH;12
5;37;A226B;13
5;37;A225R;14
5;37;AR125;15
5;37;A224B;16
5;37;AR123;17
5;37;A222B;18
5;37;AR121;19
5;37;ABAD;20
5;37;A214L;21
5;37;A115B;22
5;37;A212L;23
5;37;A213B;24
5;37;AB113;25
5;37;AB111;26
5;37;ALBGN;27
5;37;ALBG;28
5;37;ALBGG;29
5;37;A100L;30
5;37;A101L;31
5;37;ADEV;32
5;37;A094D;33
5;37;A93DE;34
5;37;A092D;35
5;37;A91DE;36
5;37;ABIL;37
5;37;A086B;38
5;37;A85BB;39
5;37;A084B;40
5;37;A83BB;41
5;37;A082B;42
5;37;A81BB;43
5;37;ABVS;44
5;37;A072B;45
5;37;A71BB;46
5;37;H170U;47
5;37;H70UB;48
5;37;H67UB;49
5;37;H65UB;50
5;37;H64EU;51
5;37;H163B;52
5;37;H63UE;53
5;37;H62EU;54
5;37;H61UE;55
5;37;HU;56
5;37;HU  G;57
5;37;H52UK;58
5;37;H51KU;59
5;37;HKSU;60
5;37;H42KS;61
5;37;H41SK;62
5;37;HSUD;63
5;37;H38SU;64
5;37;H137U;65
5;37;H36SU;66
5;37;H135U;67
5;37;H234S;68
5;37;H34SU;69
5;37;H233S;70
5;37;H133U;71
5;37;H32SU;72
5;37;H131U;73
5;37;HUNL;74
5;37;H28UE;75
5;37;H27EU;76
5;37;H26UE;77
5;37;H25EU;78
5;37;H124U;79
5;37;H24UE;80
5;37;H123U;81
5;37;H23EU;82
5;37;H22UE;83
5;37;H21EU;84
5;37;HESD;85
5;37;H16EG;86
5;37;H15GE;87
5;37;H114E;88
5;37;H14EG;89
5;37;H13GE;90
5;37;H12EG;91
5;37;H11GE;92
5;37;HGAR;93
5;37;H06GC;94
5;37;H05CG;95
5;37;H04GC;96
5;37;H202G;97
5;37;H02GC;98
5;37;H03CG;99
5;37;H01CG;100
5;37;HC;101
5;37;HC  G;102
5;37;H768C;103
5;37;H767E;104
5;37;H766C;105
5;37;HELH;106
5;37;H668E;107
5;37;H665O;108
5;37;HOTZ;109
5;37;H666O;110
5;37;HBGD;111
5;37;H562B;112
5;37;H563A;113
5;37;HALI;114
5;37;HLERN;115
5;37;HLER;116
5;38;HLER;1
5;38;HLERN;2
5;38;HALI;3
5;38;H563A;4
5;38;H562B;5
5;38;HBGD;6
5;38;H666O;7
5;38;HOTZ;8
5;38;H665O;9
5;38;H668E;10
5;38;HELH;11
5;38;H766C;12
5;38;H767E;13
5;38;H768C;14
5;38;HC  G;15
5;38;HC;16
5;38;H01CG;17
5;38;H03CG;18
5;38;H02GC;19
5;38;H202G;20
5;38;H04GC;21
5;38;H05CG;22
5;38;H06GC;23
5;38;HGAR;24
5;38;H11GE;25
5;38;H12EG;26
5;38;H13GE;27
5;38;H14EG;28
5;38;H114E;29
5;38;H15GE;30
5;38;H16EG;31
5;38;HESD;32
5;38;H21EU;33
5;38;H22UE;34
5;38;H23EU;35
5;38;H123U;36
5;38;H24UE;37
5;38;H124U;38
5;38;H25EU;39
5;38;H26UE;40
5;38;H27EU;41
5;38;H28UE;42
5;38;HUNL;43
5;38;H131U;44
5;38;H32SU;45
5;38;H133U;46
5;38;H233S;47
5;38;H34SU;48
5;38;H234S;49
5;38;H135U;50
5;38;H36SU;51
5;38;H137U;52
5;38;H38SU;53
5;38;HSUD;54
5;38;H41SK;55
5;38;H42KS;56
5;38;HKSU;57
5;38;H51KU;58
