"TrainNumber";"connectingIDs"
69375;"69375-70-ak#69375-70-AH#69375-729-ls"
69386;"69386-228-TS#69386-80-we#69386-81-we"
69387;"69387-80-we#69387-248-dw"
69388;"69388-0-uz#69388-0-ak#69388-0-si"
69389;"69389-0-si#69389-1-si#69389-0-ak#69389-0-uz"
69391;"69391-300-uz"
69392;"69392-0-uz"
69393;"69393-20-uz"
69394;"69394-0-uz"
69395;"69395-20-uz"
69396;"69396-20-uz"
69399;"69399-90-uz#69399-10-Ha#69399-10-Ky#69399-90-Hü#69399-90-AH#69399-0-DH"
69401;"69401-0-ak"
69402;"69402-0-ak"
69412;"69412-30-Bw#69412-30-Wp#69412-110-uz#69412-110-AH#69412-411-dw#69412-10-ki#69412-11-ki"
69420;"69420-61-ts#69420-160-si#69420-160-ak"
69421;"69421-90-ak#69421-90-si#69421-90-ts"
69425;"69425-0-La#69425-1-La#69425-2-La#69425-0-mb"
69437;"69437-0-mb"
69438;"69438-0-mb#69438-1-mb"
69444;"69444-10-Ky#69444-90-uz#69444-91-uz"
75722;"75722-40-ak"
75729;"75729-10-ak"
75762;"75762-0-si#75762-0-ak"
75764;"75764-70-AH"
75765;"75765-71-ak#75765-70-AH"
75766;"75766-10-ak"
75834;"75834-0-wn#75834-110-AH#75834-110-we#75834-111-we"
75852;"75852-1-ro#75852-110-AH#75852-110-ak"
75858;"75858-30-ak#75858-31-ak"
75859;"75859-0-Be#75859-0-si#75859-0-ak"
75860;"75860-0-ak#75860-0-AH#75860-1-AH"
75861;"75861-30-AH#75861-31-AH#75861-30-ak"
76237;"76237-0-si"
79340;"79340-0-mb"
79380;"79380-0-ao"
79382;"79382-0-ab"
79383;"79383-1-ab#79383-1-So#79383-2-So"
79402;"79402-0-Id#79402-1-Mo#79402-0-mb"
79411;"79411-0-SB#79411-0-So#79411-0-Id#79411-0-Mo"
79418;"79418-0-WT#79418-0-Gm"
79420;"79420-0-SB#79420-0-Mi"
79421;"79421-0-SB#79421-0-Ko"
79422;"79422-0-Mi#79422-0-fi"
79437;"79437-0-se"
79606;"79606-0-ne"
79746;"79746-0-PP"
79749;"79749-0-PP"
83700;"83700-100-an"
83701;"83701-100-an"
83704;"83704-100-an"
83705;"83705-100-an"
83706;"83706-100-an"
83707;"83707-100-an"
83723;"83723-0-km"
83724;"83724-0-km"
83725;"83725-80-ak"
83726;"83726-80-ak"
83728;"83728-0-km"
83736;"83736-0-Mz#83736-0-Gm#83736-0-Sl#83736-1-Sl"
83758;"83758-0-ak"
83759;"83759-0-ak"
83760;"83760-0-Ge#83760-0-mt"
83763;"83763-0-dd#83763-0-An#83763-0-Bi"
83798;"83798-268-DH#83798-269-DH#83798-30-we#83798-30-ak#83798-30-uz"
83799;"83799-0-uz#83799-0-ak#83799-0-we#83799-1-kr#83799-3-kr"
83842;"83842-0-SB"
83891;"83891-0-se#83891-0-DS"
83892;"83892-0-se"
88658;"88658-0-ma#88658-0-mb"
88659;"88659-0-or#88659-0-ma"
88660;"88660-0-mb"
88818;"88818-11-Mz"
88846;"88846-302-ki#88846-389-ts"
88847;"88847-389-ts#88847-302-Ks"
89154;"89154-0-uz"
89914;"89914-0-ab"
90040;"90040-0-bd"
90950;"90950-0-hm#90950-1-hm#90950-411-dw#90950-11-we"
90951;"90951-11-we#90951-411-dw#90951-1-hm#90951-3-hm"
90966;"90966-0-uz#90966-0-AH#90966-0-ls"
90995;"90995-0-Mz#90995-0-Bw#90995-0-Ky#90995-0-uz#90995-0-Hü#90995-1-Hü#90995-10-wn"
91037;"91037-0-wn#91037-0-AH"
91038;"91038-0-AH#91038-0-wn"
91049;"91049-0-SB#91049-0-RJ"
91060;"91060-141-wn#91060-10-Hü#91060-11-Hü#91060-10-uz#91060-0-Ky#91060-0-Bw#91060-0-Mz"
91210;"91210-0-Le#91210-1-SB"
91244;"91244-0-Ko#91244-0-SB"
91271;"91271-0-se"
91275;"91275-0-se#91275-0-Ge"
91278;"91278-1-Gu#91278-0-Ma#91278-0-sö"
91289;"91289-0-ab"
91422;"91422-1-we#91422-131-dw#91422-141-dw#91422-151-dw"
91785;"91785-0-cr"
91852;"91852-0-cr"
91875;"91875-0-cr"
91876;"91876-0-cr"
91877;"91877-0-cr"
91879;"91879-0-cr"
92034;"92034-0-cr"
92134;"92134-0-km#92134-1-km"
92168;"92168-0-km"
92169;"92169-0-km"
92170;"92170-0-PP"
92179;"92179-0-PP"
92313;"92313-0-mb#92313-0-TK"
92348;"92348-0-ao"
92482;"92482-0-km"
92548;"92548-0-km"
92627;"92627-0-ne"
92951;"92951-0-ao"
92953;"92953-0-ne"
92955;"92955-0-ne"
92967;"92967-0-ne"
93399;"93399-0-mt#93399-0-Hg"
93406;"93406-0-eb#93406-0-Pm"
93408;"93408-1-uf#93408-0-Ur"
93413;"93413-0-Gm#93413-0-Et"
93605;"93605-0-mt"
93608;"93608-1-mt"
93681;"93681-0-Dg#93681-0-eb"
93682;"93682-0-Hb#93682-0-uf"
93683;"93683-0-Sl#93683-0-zc"
93688;"93688-0-Sl#93688-0-uf"
93874;"93874-0-mt"
93920;"93920-0-se"
93938;"93938-0-SB#93938-0-RJ#93938-0-ak"
93940;"93940-0-Gm#93940-0-Hg#93940-1-Hg#93940-2-Hg"
95000;"95000-0-se#95000-0-WT"
95016;"95016-11-AH#95016-12-uz#95016-37-Ky#95016-38-Ky#95016-0-Sö"
95017;"95017-20-Ky#95017-20-uz#95017-20-AH"
95020;"95020-20-Bw#95020-20-Ky#95020-21-Ky#95020-70-uz#95020-70-AH#95020-815-ls"
95024;"95024-0-ak#95024-0-si#95024-10-Ha"
95025;"95025-0-Ha#95025-0-si#95025-0-ak"
95028;"95028-0-ak#95028-0-si#95028-10-Ha"
95029;"95029-0-Ha#95029-0-si#95029-0-ak"
95052;"95052-1-se"
95055;"95055-0-mt"
95069;"95069-300-Ks#95069-729-ls#95069-390-AH#95069-390-Hü#95069-10-Ky"
95077;"95077-0-si#95077-0-Ha"
95096;"95096-20-uz"
95105;"95105-0-Ky#95105-40-uz#95105-370-AH#95105-297-ls#95105-1-ls#95105-0-Ks"
95148;"95148-0-se"
95149;"95149-90-ak#95149-91-uz"
95151;"95151-30-ak#95151-30-AH#95151-31-AH"
95152;"95152-30-AH#95152-31-AH#95152-30-ak"
95154;"95154-30-AH#95154-31-AH#95154-30-ak"
95155;"95155-0-ak"
95156;"95156-0-ak"
95157;"95157-30-ak"
95162;"95162-30-ak"
95164;"95164-0-ak"
95166;"95166-0-ak"
95167;"95167-30-ak"
95168;"95168-90-ak"
95171;"95171-0-ak"
95173;"95173-90-ak"
95177;"95177-0-Gm"
95194;"95194-0-Gm"
95195;"95195-0-SB"
95196;"95196-90-uz#95196-91-ak"
95210;"95210-370-ak#95210-1-ak"
95211;"95211-40-ak#95211-41-ak"
95212;"95212-0-ak#95212-1-ak"
95213;"95213-0-ak#95213-1-ak"
95214;"95214-0-ak#95214-1-ak"
95215;"95215-0-ak#95215-1-ak"
95217;"95217-320-ak#95217-370-ak"
95230;"95230-0-Gm"
95262;"95262-0-Be#95262-15-si"
95280;"95280-10-ak#95280-10-AH"
95288;"95288-40-ak"
95295;"95295-20-dw#95295-3-br#95295-30-do"
95323;"95323-0-se"
95393;"95393-0-se#95393-1-se"
95405;"95405-91-ts#95405-91-si#95405-10-Ha"
95406;"95406-10-Mz#95406-10-Bw#95406-11-Bw#95406-11-Ha#95406-93-si#95406-93-ts"
95438;"95438-0-Sv#95438-1-Sv#95438-0-fh"
95445;"95445-0-se"
95447;"95447-0-ab"
95641;"95641-40-uz#95641-41-uz#95641-40-AH#95641-94-ls"
98490;"98490-0-mt#98490-1-mt"
98491;"98491-0-mt#98491-0-WT"
98492;"98492-0-ms#98492-1-ms"
98494;"98494-0-Gm"
98497;"98497-0-ab#98497-0-Pt"
99606;"99606-70-AH#99606-70-uz"
99653;"99653-340-ts#99653-301-Ks#99653-84-ls"
99654;"99654-853-DH#99654-300-Ks#99654-380-do"
99668;"99668-94-ls#99668-40-AH#99668-40-uz#99668-41-uz"
99727;"99727-70-uz#99727-370-ak#99727-371-ak"
99728;"99728-370-ak#99728-70-uz"
99729;"99729-30-uz"
99730;"99730-70-uz"
99731;"99731-60-uz#99731-61-ak"
99732;"99732-0-ak#99732-0-uz"
99733;"99733-60-uz"
99734;"99734-60-uz"
99743;"99743-80-we#99743-0-AH#99743-0-ls"
99832;"99832-0-hi"
99833;"99833-0-hi#99833-0-wn"
99834;"99834-0-hm#99834-411-Dw#99834-80-we"
99835;"99835-11-we#99835-411-ta#99835-0-hm"
32838;"32838-0-ki#32838-0-sj"
32854;"32854-128-sj#32854-129-TS#32854-2-br"
42144;"42144-0-ja#42144-0-Wa#42144-849-Ec"
42149;"42149-0-hm#42149-29-DH#42149-29-Hm#42149-29-ro#42149-29-sü"
42153;"42153-303-hm#42153-128-DH#42153-128-Hm#42153-128-ro#42153-128-sü#42153-128-ja"
42156;"42156-209-ja#42156-209-sü#42156-209-ro#42156-209-Hm#42156-29-DH#42156-305-Ks"
42330;"42330-70-sc#42330-139-ls"
42433;"42433-0-Mt"
42436;"42436-3-Se#42436-4-Se"
43356;"43356-0-Se"
42442;"42442-0-Ks#42442-1-Ks"
42443;"42443-2-AS#42443-3-AS"
42453;"42453-20-sc#42453-21-sc"
42468;"42468-17-sc#42468-18-sc#42468-102-Rg"
42469;"42469-1-kr#42469-30-sc#42469-31-sc"
43341;"43341-3-Se#43341-4-Se"
43350;"43350-0-Id"
43358;"43358-0-Id"
43364;"43364-0-Ma"
43388;"43388-1-CS#43388-2-CS#43388-0-Mo"
44356;"44356-237-TS#44356-238-TS#44356-300-Ks"
44379;"44379-0-Mo#44379-0-Bo#44379-1-Mo#44379-2-Mo"
45425;"45425-0-kr#45425-0-sc#45425-1-sc"
45428;"45428-29-Rg#45428-39-Rg#45428-301-br#45428-300-br"
45433;"45433-20-sc#45433-21-sc"
45435;"45435-0-sc#45435-1-sc"
45438;"45438-1-sc#45438-2-sc"
45439;"45439-0-sc#45439-1-sc"
45472;"45472-10-kr#45472-11-kr#45472-2-Ks#45472-3-Ks"
45473;"45473-0-Ks#45473-1-sc#45473-0-kr#45473-1-kr"
45475;"45475-3-Rg#45475-4-br#45475-5-br#45475-4-Rg#45475-5-Rg"
45479;"45479-0-Ks#45479-1-Ks#45479-0-kr#45479-1-kr"
45500;"45500-700-Hg"
45501;"45501-700-Hg"
45502;"45502-0-Ks"
45503;"45503-11-ki"
45505;"45505-702-Hg"
45552;"45552-700-Hg"
45553;"45553-700-Hg"
45556;"45556-0-Ks"
45559;"45559-1-Ks"
47401;"47401-2-br#47401-227-Rg"
47402;"47402-227-Rg#47402-2-br"
47417;"47417-1-Rg#47417-3-br#47417-4-br#47417-2-Rg#47417-3-Rg"
47449;"47449-108-Rg#47449-4-br#47449-5-br#47449-3-Rg#47449-4-Rg"
47794;"47794-0-ak"
48310;"48310-0-sc"
48311;"48311-0-sc"
48312;"48312-0-sc"
48313;"48313-0-sc"
48314;"48314-0-sc"
48315;"48315-0-sc"
48321;"48321-5-hm#48321-237-TS#48321-238-TS"
48322;"48322-0-sc"
48327;"48327-0-sc"
48328;"48328-0-sc"
48449;"48449-110-Rg#48449-9-br#48449-10-br#48449-44-kr#48449-45-kr"
48455;"48455-1-wn"
48540;"48540-0-Ks#48540-0-Ge"
48806;"48806-118-ja#48806-118-sü#48806-118-ro#48806-118-hm#48806-118-ta#48806-30-hm"
49319;"49319-0-Ak#49319-1-Ak"
49321;"49321-0-Ge#49321-0-ml#49321-1-ml"
49326;"49326-0-ml#49326-1-ml"
49327;"49327-0-DS"
49328;"49328-0-Ma"
49425;"49425-101-sc"
49426;"49426-100-sc#49426-101-sc"
49434;"49434-26-sc#49434-27-sc#49434-28-sc#49434-1-Rg"
49439;"49439-12-sc#49439-13-sc"
49450;"49450-0-sc#49450-1-sc"
49453;"49453-0-sc#49453-1-sc"
49455;"49455-0-sc#49455-1-sc"
49456;"49456-0-sc#49456-1-sc"
49457;"49457-0-sc#49457-1-sc"
49458;"49458-0-sc#49458-1-sc"
49470;"49470-0-sc"
49471;"49471-0-sc"
49474;"49474-1-sc"
49475;"49475-0-sc"
49481;"49481-0-sc"
49488;"49488-2-sc"
49489;"49489-2-sc"
49606;"49606-0-Lz#49606-0-ak#49606-1-ak"
49608;"49608-0-Re"
49614;"49614-0-Bo#49614-1-Bo"
49618;"49618-0-Mt"
49620;"49620-0-Re#49620-1-Re"
49621;"49621-0-Ma"
49632;"49632-0-Ko#49632-1-Ko"
49636;"49636-0-DS#49636-1-DS"
49638;"49638-0-ml#49638-1-ml"
49905;"49905-1-Ks"
51390;"51390-106-TS#51390-300-Ks"
51394;"51394-106-TS#51394-300-Ks"
51398;"51398-116-TS#51398-300-Ks"
51426;"51426-806-DH#51426-300-Ks"
51430;"51430-806-DH#51430-0-Ks"
51432;"51432-808-DH#51432-302-Ks"
51436;"51436-807-DH#51436-1-Ks"
51438;"51438-806-DH#51438-0-Ks"
51490;"51490-2-hm"
51701;"51701-1-Ks#51701-71-DH#51701-72-DH#51701-108-Hm"
51711;"51711-2-Ks#51711-108-DH#51711-178-Hm"
51713;"51713-0-Ks#51713-71-DH#51713-108-Hm"
51717;"51717-1-Ks#51717-90-DH#51717-108-Hm"
51719;"51719-3-Ks#51719-71-DH#51719-71-hm"
51733;"51733-0-Ks#51733-806-DH"
51735;"51735-0-Ks#51735-277-DH"
51739;"51739-0-Ks#51739-277-DH"
51741;"51741-1-Ks#51741-277-DH"
51745;"51745-0-Ks#51745-0-DH"
51749;"51749-0-Ks#51749-1-DH"
51768;"51768-108-Hm#51768-71-DH#51768-3-Ks"
51772;"51772-108-Hm#51772-71-DH#51772-0-Ks"
51782;"51782-108-Hm#51782-71-DH#51782-1-Ks"
51786;"51786-108-Hm#51786-71-DH#51786-1-Ks"
52510;"52510-0-kr#52510-0-Ks"
52514;"52514-0-kr#52514-0-Ks"
52582;"52582-0-Ks#52582-38-ls"
52586;"52586-1-Ks#52586-805-ls"
52587;"52587-805-ls#52587-1-Ks"
52589;"52589-806-ls#52589-4-Ks"
52600;"52600-1-hm"
52611;"52611-101-Ks#52611-0-kr"
52612;"52612-0-Ks#52612-1-Ks"
52613;"52613-1-Ks"
52614;"52614-0-Ks#52614-1-Ks"
52615;"52615-301-Ks#52615-29-Rg"
52616;"52616-0-Ks#52616-1-Ks"
52617;"52617-0-Ks#52617-0-kr"
52619;"52619-0-Ks#52619-0-kr"
52631;"52631-1-Ks#52631-0-Ks"
52632;"52632-302-Ks"
52635;"52635-0-Ks#52635-1-Ks"
52638;"52638-0-Ks"
52639;"52639-0-Ks#52639-1-Ks"
52643;"52643-0-Ks#52643-1-Ks"
52645;"52645-3-Ks#52645-2-Ks"
52647;"52647-5-Ks#52647-4-Ks"
52649;"52649-0-Ks#52649-1-Ks"
52675;"52675-1-Sz"
52679;"52679-301-k"
52950;"52950-0-CS"
53000;"53000-0-Ne"
53001;"53001-0-Id"
53007;"53007-0-AS"
53016;"53016-0-CS"
53018;"53018-0-DS"
53030;"53030-0-Ks#53030-0-ls#53030-1-ls"
53033;"53033-400-ls#53033-401-ls#53033-0-Ks"
53034;"53034-0-Ks#53034-400-ls#53034-401-ls"
53036;"53036-0-Ks#53036-0-ls"
53039;"53039-0-ls#53039-1-ls#53039-0-Ks"
53040;"53040-0-Ks#53040-400-ls#53040-401-ls"
53041;"53041-400-ls#53041-0-Ks"
53050;"53050-0-Ks"
53051;"53051-0-Ks#53051-1-Ks"
53054;"53054-0-Ks#53054-2-Ks#53054-3-Ks"
53055;"53055-1-Ks"
53058;"53058-0-Ks"
53059;"53059-301-Ks#53059-300-Ks"
53062;"53062-0-Ks"
53065;"53065-0-Ks"
53066;"53066-0-Ks"
53068;"53068-0-Ks"
53069;"53069-0-Ks"
53072;"53072-0-Ks"
53075;"53075-1-Ks"
53080;"53080-1-Ks"
53081;"53081-2-Ks"
53083;"53083-1-Ks"
53084;"53084-0-Ks#53084-1-Ks"
53086;"53086-0-Ks#53086-1-Ks"
53091;"53091-0-Ks"
53095;"53095-0-Ks"
53102;"53102-1-Ks"
53103;"53103-1-Ks"
53104;"53104-1-Ks"
53112;"53112-0-Ks#53112-1-Ks"
53113;"53113-0-Ks"
53117;"53117-2-Sz"
53118;"53118-0-Ks"
53120;"53120-0-Ks"
53123;"53123-0-Ks"
53125;"53125-1-Ks"
53127;"53127-0-Ks"
53128;"53128-1-br"
53131;"53131-300-Ks"
53132;"53132-301-br"
53133;"53133-0-Ks"
53134;"53134-311-br"
53138;"53138-2-Sz"
53139;"53139-0-br"
53140;"53140-1-br"
53145;"53145-0-br"
53146;"53146-0-br"
53162;"53162-320-sc"
53163;"53163-310-sc"
53165;"53165-0-br"
53170;"53170-0-br"
53171;"53171-0-br"
53176;"53176-0-br"
53177;"53177-0-br"
53180;"53180-0-Ks"
53182;"53182-0-Ks"
53183;"53183-0-ki"
53185;"53185-0-ki"
53188;"53188-4-br"
53189;"53189-4-ki"
53192;"53192-0-ki#53192-1-ki"
53193;"53193-0-ki#53193-1-ki"
53201;"53201-1-ki"
53203;"53203-0-Ks#53203-1-Ks"
53204;"53204-0-ki"
53207;"53207-0-hm"
53208;"53208-0-k"
53209;"53209-0-ki"
53210;"53210-0-k#53210-1-k"
53211;"53211-0-k#53211-1-k"
53226;"53226-0-hm"
53227;"53227-1-hm"
53229;"53229-302-k"
53230;"53230-0-hm"
53238;"53238-1-k"
53239;"53239-1-k"
53240;"53240-0-k"
53241;"53241-0-k"
53245;"53245-0-k"
53246;"53246-0-k"
53247;"53247-2-k#53247-5-k"
55038;"55038-100-ro#55038-100-br"
60231;"60231-300-hm"
60593;"60593-5-br"
60594;"60594-1-br"
60597;"60597-11-br#60597-9-br#60597-6-Rg"
60602;"60602-303-k#60602-304-br"
60606;"60606-1-kr#60606-1-br#60606-7-br"
60612;"60612-0-TS#60612-1-TS#60612-2-Ks#60612-3-Ks"
60627;"60627-301-Ks#60627-10-DH"
60631;"60631-300-Ks#60631-301-Ks#60631-852-TS"
60632;"60632-29-TS#60632-30-TS#60632-302-Ks#60632-303-Ks"
60637;"60637-300-br#60637-652-kr"
60646;"60646-852-TS#60646-853-TS#60646-300-Ks#60646-301-Ks"
60674;"60674-308-ls#60674-0-sc#60674-1-sc"
60750;"60750-29-DH#60750-30-DH#60750-31-DH#60750-300-Ks"
60758;"60758-411-ls#60758-412-ls#60758-0-hm"
60759;"60759-2-hm#60759-729-DH#60759-730-DH"
60760;"60760-0-wn#60760-1-ls#60760-0-hm"
60761;"60761-300-k#60761-0-ls#60761-0-wn"
60762;"60762-0-wn#60762-1-ls#60762-10-k"
60763;"60763-0-k#60763-0-ls#60763-1-ls#60763-0-wn"
60772;"60772-805-TS#60772-301-k"
60954;"60954-90-lm#60954-91-lm#60954-92-lm#60954-311-br"
60955;"60955-2-ki#60955-90-lm#60955-91-lm#60955-92-lm"
60956;"60956-90-lm#60956-91-lm#60956-92-lm#60956-302-br"
60957;"60957-0-ki#60957-90-lm#60957-91-lm#60957-92-lm"
60960;"60960-91-lm#60960-93-lm#60960-95-lm#60960-97-lm#60960-310-br"
60961;"60961-1-ki#60961-91-lm#60961-93-lm#60961-95-lm#60961-97-lm"
60972;"60972-114-TS#60972-24-TS#60972-3-Ks"
60973;"60973-311-ki#60973-313-ki#60973-24-TS#60973-114-TS"
61004;"61004-304-br"
61010;"61010-0-Ks"
61011;"61011-0-Ks"
61014;"61014-0-k#61014-0-ls#61014-1-ls"
61015;"61015-0-ls#61015-1-ls#61015-0-Ks"
61018;"61018-0-k#61018-0-ls#61018-1-ls"
61019;"61019-0-ls#61019-1-ls#61019-1-Ks"
61034;"61034-100-k"
61035;"61035-100-k"
61036;"61036-100-k"
61037;"61037-100-k"
61646;"61646-110-Rg#61646-1-br"
61647;"61647-1-br#61647-110-Rg"
61648;"61648-110-DH#61648-1-br"
61649;"61649-700-gc#61649-710-Rg"
61650;"61650-110-Rg#61650-1-br"
61651;"61651-700-gc#61651-710-Rg"
61652;"61652-110-Rg#61652-1-br"
61653;"61653-702-gc#61653-710-Rg"
61655;"61655-106-br#61655-107-br#61655-110-Rg"
61656;"61656-110-Rg#61656-4-br#61656-5-br"
62005;"62005-0-Bo"
62015;"62015-0-Ko#62015-1-Ko"
62030;"62030-0-Bi"
62037;"62037-0-ES"
62039;"62039-0-CS"
62057;"62057-0-Ks"
62060;"62060-4-AS#62060-5-AS"
62061;"62061-2-Ne"
62062;"62062-0-sl"
62065;"62065-0-Ks"
62068;"62068-0-AS#62068-2-AS#62068-1-AS"
62241;"62241-0-Mi#62241-0-Ne"
62242;"62242-0-Mi#62242-0-Ak"
62326;"62326-0-Ko#62326-0-Di#62326-1-Di#62326-0-Ge"
62963;"62963-3-An#62963-2-An#62963-0-sl"
63251;"63251-0-Ks"
63299;"63299-0-sl"
63347;"63347-0-CS#63347-1-CS"
68911;"68911-0-TS#68911-1-TS#68911-0-ki"
68912;"68912-0-ki#68912-0-TS#68912-1-TS"
69106;"69106-0-DS"
69124;"69124-0-Py#69124-1-Py#69124-0-Cz"
69417;"69417-0-Sf"
69429;"69429-0-Sf"
69430;"69430-0-Sf"
79335;"79335-0-Mz#79335-0-Ks"
79339;"79339-0-sl#79339-0-Mz"
79385;"79385-0-CS#79385-1-CS"
79390;"79390-0-CS"
79391;"79391-0-Id#79391-0-Mc"
79450;"79450-0-Ak"
83775;"83775-0-Lz#83775-0-Bo"
83844;"83844-0-RJ#83844-0-Re"
83848;"83848-0-RH#83848-1-Re#83848-1-RH#83848-1-Le#83848-2-RH"
83858;"83858-0-WT#83858-1-WT#83858-0-ak"
83859;"83859-0-RH#83859-1-RH#83859-0-Py"
83880;"83880-0-Ks"
83886;"83886-0-Bi"
88705;"88705-0-Ks"
88706;"88706-0-Bo#88706-0-RJ"
88714;"88714-0-Ks"
88781;"88781-805-ls#88781-1-ki"
88789;"88789-1-ki#88789-805-ls"
88839;"88839-0-Ks"
88840;"88840-0-Ks"
88842;"88842-2-ki"
88843;"88843-0-ki"
88844;"88844-0-ki"
88845;"88845-0-ki"
88848;"88848-0-ki#88848-1-ki"
88849;"88849-0-br#88849-1-br"
88867;"88867-0-RH#88867-0-Na"
89014;"89014-0-Ak"
89631;"89631-1-Bo#89631-4-Bo#89631-2-Bo#89631-3-Bo"
89915;"89915-0-Ge#89915-0-ml"
89963;"89963-0-Ne"
90044;"90044-0-Ks#90044-1-Ks#90044-0-GB#90044-1-GB"
91009;"91009-0-ki"
91023;"91023-2-br#91023-141-Rg"
91030;"91030-0-wn#91030-1-kr#91030-2-kr"
91033;"91033-0-br#91033-0-kr"
91074;"91074-0-br"
91096;"91096-0-Ks"
91119;"91119-0-Id"
91497;"91497-0-DS"
91500;"91500-0-DS"
91502;"91502-0-Se"
91503;"91503-0-Se"
91504;"91504-0-Se"
91505;"91505-0-Se"
91850;"91850-775-Kl"
91851;"91851-774-Kl#91851-574-ul"
91886;"91886-0-CS#91886-1-CS#91886-2-CS"
91887;"91887-0-CS#91887-1-CS#91887-2-CS"
92135;"92135-0-CS"
92646;"92646-0-Ak"
92651;"92651-0-Ko"
92661;"92661-0-ml"
92669;"92669-0-CS"
93415;"93415-0-Ak"
93431;"93431-0-Bo"
93527;"93527-0-CS"
93554;"93554-0-Ma#93554-114-di"
93577;"93577-0-Ks#93577-0-Ge"
93589;"93589-0-Bi"
94128;"94128-0-KJ#94128-0-Bo"
94147;"94147-0-Bo#94147-0-GB"
94195;"94195-0-Ko"
94623;"94623-0-KJ#94623-0-Bo"
95102;"95102-0-Ks"
95108;"95108-0-Re"
95146;"95146-0-Re"
95378;"95378-0-Ge#95378-2-Ge#95378-1-Ge#95378-0-ml"
95383;"95383-0-Na"
95389;"95389-0-Ko#95389-0-Sv#95389-1-Sv"
95392;"95392-0-Mc#95392-0-ml"
95395;"95395-0-Ko#95395-0-Sv"
95454;"95454-0-DS#95454-0-RJ"
95462;"95462-0-Ge#95462-0-Bo"
95477;"95477-0-ak"
95479;"95479-0-Mc#95479-0-ml"
98325;"98325-0-Mt"
99644;"99644-0-hm#99644-1-hm"
99645;"99645-0-hm#99645-2-hm"
99648;"99648-0-br"
99650;"99650-0-br"
32841;"32841-0-hr"
32845;"32845-0-hr"
40540;"40540-31-An#40540-31-Mz"
40664;"40664-84-Ec#40664-85-Ec#40664-84-Wa#40664-85-Wa#40664-84-sü#40664-84-Br"
40669;"40669-71-Ec"
40689;"40689-0-Pn"
41138;"41138-268-Ec#41138-26-Ec#41138-26-Wa"
41820;"41820-0-ja"
41821;"41821-0-ja"
41832;"41832-297-ja#41832-307-ja#41832-839-ro#41832-307-ro"
41833;"41833-297-ro#41833-839-ro"
41836;"41836-710-ja#41836-810-ja"
41837;"41837-810-ja#41837-710-ja"
41847;"41847-101-Br#41847-101-sü#41847-907-ja"
41852;"41852-43-ja"
41853;"41853-43-ja"
41856;"41856-0-ja#41856-1-ja"
41858;"41858-0-ja#41858-1-ja#41858-0-sü"
41860;"41860-307-ja#41860-317-ja"
41861;"41861-39-ja#41861-29-ja"
41862;"41862-0-Pl#41862-0-Hu#41862-1-Hu"
41870;"41870-710-ja"
41956;"41956-29-Ec#41956-29-Wa#41956-29-sü#41956-29-Br#41956-29-te#41956-29-ab#41956-29-ko"
42116;"42116-29-ja#42116-29-Wa#42116-29-Ec"
42117;"42117-29-ec#42117-29-Ec#42117-29-Wa#42117-29-ja"
42134;"42134-0-ja#42134-600-sü#42134-601-sü#42134-600-Br#42134-600-ab#42134-600-ko"
42137;"42137-600-ko#42137-600-ab#42137-600-te#42137-600-Br#42137-600-sü"
42370;"42370-0-hr"
42371;"42371-0-hr"
42830;"42830-29-ja"
42831;"42831-29-ja"
42834;"42834-710-ja"
42835;"42835-0-ja"
42858;"42858-210-ja"
42859;"42859-209-ja"
42934;"42934-84-Ec#42934-85-Ec"
43113;"43113-0-ja"
43117;"43117-0-ja"
43118;"43118-0-ja#43118-1-ja"
43121;"43121-0-ja"
43122;"43122-0-ja"
43125;"43125-0-ja"
43126;"43126-0-ja"
43128;"43128-0-ja"
43129;"43129-0-ja"
43130;"43130-0-ja"
43132;"43132-0-ja#43132-1-ja"
43133;"43133-1-ja#43133-0-ja"
43134;"43134-0-ja#43134-1-ja"
43135;"43135-1-ja#43135-0-ja"
43136;"43136-0-ja"
43139;"43139-0-ja"
43227;"43227-0-ko#43227-0-ab#43227-0-te#43227-0-Br#43227-1-Br#43227-0-sü"
43228;"43228-0-sü#43228-1-sü#43228-17-Br#43228-17-te#43228-17-ab#43228-17-ko"
43232;"43232-209-sü#43232-209-ro#43232-209-Hm#43232-209-ta"
43801;"43801-141-ja#43801-131-ja"
43802;"43802-131-ja#43802-141-ja"
43808;"43808-0-ja"
43809;"43809-0-ja"
43842;"43842-900-Wa"
43844;"43844-42-ja#43844-42-Wa#43844-52-Wa"
43845;"43845-42-Wa#43845-52-Wa#43845-42-ja"
43848;"43848-84-ja#43848-84-Wa#43848-94-Wa"
43849;"43849-84-Wa#43849-94-Wa#43849-84-ja"
44121;"44121-0-ja#44121-1-ja"
44122;"44122-0-ja"
44126;"44126-0-ja"
44129;"44129-0-ja#44129-1-ja"
44131;"44131-0-ja"
44132;"44132-0-ja"
44801;"44801-307-ja"
44802;"44802-307-ja"
44807;"44807-307-ja"
44808;"44808-307-ja#44808-317-ja"
44813;"44813-307-ja"
44816;"44816-307-ja"
44821;"44821-307-ja"
44824;"44824-307-ja"
44837;"44837-0-ja"
44851;"44851-0-ja"
44858;"44858-0-ja"
44864;"44864-0-ja"
44868;"44868-29-ja"
44869;"44869-0-ja"
44895;"44895-0-oe#44895-2-oe#44895-1-oe"
44902;"44902-0-Ec"
44903;"44903-0-Ec"
